source,cos_sim,target,level
"Оба мы кончили курс в одном и том же университете, оба мы юристы и оба очень мало знаем: я знаю кое-что, граф же забыл и утопил в алкоголе всё, что знал когда-нибудь. ",0.3592260519987498,"Да, они учились в одном университете, оба были юристы, оба не любили общество, и оба были безнравственны. ",b1
"Чувство, подобное тому, которое она испытывала, когда, купаясь, готовилась войти в воду, охватило ее, и она перекрестилась. ",0.9666113143933648,"Чувство, подобное тому, которое она испытывала, когда, купаясь, готовилась войти в воду, охватило её, и она перекрестилась. ",b1
"Вас полюбя, люблю я добродетель И в первый раз смиренно перед ней Дрожащие колена преклоняю.",0.995306877301902,"Вас полюбя, люблю я добродетель И в первый раз смиренно перед ней Дрожащие колена преклоняю. ",b1_c1
Я ведь в России очень мало кого знаю. ,0.8883490131794666,Я ведь в России очень мало когознаю. ,b1
Зина меня забыла… Сегодня нашел в бильярдной кусочек старого шоколада и съел. ,0.6797659654844513,Сегодня нашёл в гостиной кусочек старого шоколада и съел. ,b1
"Он подарил человеку зерцало, чтобы видел человек позади себя — то есть, имел память и понимал свое прошлое. ",0.3795913804297338,"Он дал человекупамять, чтобы понимать своё прошлое и выбирать. ",b1
"- Парфена Семеновича дома нет, - возвестила она из двери, - вам кого?",0.3009964141599456,"— Парфёна Семёновича дома нет, — ответили наконец. — Ночевал ли он дома? ",b1
"— Ну вот и отлично, — обрадовался Мизинов и крикнул. — Новгородцев! ",0.2462602190903623,"Далее Мизинов читать не стал: — Ну, тут дальше личное. ",b1
"В это блистательное время Марья Гавриловна жила с матерью в *** губернии, и не видала, как обе столицы праздновали возвращение войск. ",0.8924679315412418,"В это блистательное время Марья Гавриловна жила с матерью в губернии и не видала, как обе столицы праздновали возвращение войск. ",b1_c1
— спросил цивильный с сильным английским акцентом,0.2074053647289168,Фандорин что-то ответил ему тоже по-английски. ,b1
"- кричала Аделаида: - все вместе и непременно князь с нами; не за чем вам уходить, милый вы человек! ",0.7182359793960674,"— кричала Аделаида. — Все вместе иобязательно князь с нами; незачем вам уходить, милый вы человек! ",b1
"В воскресенье на прошлой неделе граф Илья Андреич дал своему сыну две тысячи рублей, и он, никогда не любивший говорить о денежных затруднениях, сказал ему, что деньги эти были последние до мая и что потому он просил сына быть на этот раз поэкономнее. ",1.0000000000000009,"В воскресенье на прошлой неделе граф Илья Андреич дал своему сыну две тысячи рублей, и он, никогда не любивший говорить о денежных затруднениях, сказал ему, что деньги эти были последние до мая и что потому он просил сына быть на этот раз поэкономнее. ",b1_c1
"– Я знал, – открывая глаза, сказал он. – Нынче мое рожденье. ",0.3565023236216505,"Сонно улыбаясь, он обнял ручонками её плечи, прижался к — Я знал, — открывая глаза, сказал он. — Сегодня день мое го рождения. ",b1
"(потому что коль у меня хоть один стул стоит не так, как вчера стоял, так я сам не свой) смотрел за окно, и все понапрасну... нисколько не было легче! ",0.8392602739372048,"(потому что если у меня хоть один стул стоит не так, как вчера стоял, так я сам не свой), смотрел на окно, и всё напрасно... нисколько не было легче! ",b1
Держите перст возвышенно и прямо! ,0.109602981460924,"Выстрелил себе прямо в сердце… вот тут… Катя упала без чувств, бедняжка… А он сам страшно испугался, лежит и… и просит послать за доктором. ",a2_b1
— спросил графа толстяк,0.2727299313120885,"Он также сказал, что заболела корова, и попросил графа написать приглашение ветеринару. ",b1
— Какая я смешная! ,0.3508622114272682,"— Может быть, моя идея смешная и наивная! ",b1
После ужина студент вызвался проводить ее домой. ,0.6757802300261,После ужина студент предложил проводить её домой. ,b1_c1
"- ответил князь, - и я уверен, что судьба ее не из обыкновенных. - Лицо веселое, а она ведь ужасно страдала, а? ",0.5219555588746678,"Лицо весёлое, а она ведь ужасно страдала, а? ",b1
"— Вы лучший из людей, которых я знала в своей жизни, — продолжала она. — Мы будем видеться, говорить, не правда ли? ",0.7531987019338561,"Она взяла его под руку. — Вы лучший из людей, которых я знала в своей жизни, — продолжала она. — Мы будем видеться, говорить, правда? ",b1
"— Но, Анна, — сказал Вронский убедительным, мягким голосом, стараясь успокоить ее, — всё-таки необходимо сказать ему, а потом уж руководиться тем, что он предпримет",0.5936565089420032,"— Анна, — сказал Вронский ласковым голосом, — всё-таки необходимо сказать ему, а потом уж делать что-то",b1
"Тина, увидав во мне официальное лицо, совсем забыла наши прежние отношения и, говоря со мной, дрожала и млела от страха, как высеченная девочка. ",0.3089474394478197,"Даже Тина забыла о близких отношениях с Сергеем и, когда отвечала на его вопросы, дрожала от страха. ",b1
"Ведь я тебя помню, когда ты еще у Милославского служил! ",0.062750812411436,"Андрей Андреич, так я никогда доклада не кончу! ",a2_b1
"Улыбаясь и едва удерживая слезы умиления, Левин поцеловал жену и вышел из темной комнаты.",0.696002833199252,"Улыбаясь и с трудом удерживая слёзы счастья, Левин поцеловал жену и вышел из тёмной комнаты. ",b1
"Этого вопроса он ни разу не задал себе сегодня; тут сердце его было чисто: он знал, кого он любил… Он не столько свидания их обеих боялся, не странности, не причины этого свидания, ему неизвестной, не разрешения его чем бы то ни было, - он самой Настасьи Филипповны боялся. ",0.6161604415002666,"Он не столько свидания их боялся, не причины свидания, — он самой Настасьи Филипповны боялся. ",b1
Не знаю-с. ,0.373186102071335,"Не знаю-с, — отвечал в раздумье господин. — О, ещё бы! ",b1
"Когда Варя не поняла, пояснил жестом, и она, смутившись, вернулась на место.",0.1782212355856529,"Там Варя сразу поняла, что она больше никогда не увидит ни проводника, ни своих вещей, ни денег, ни паспорта. ",b1
"Священник подождал несколько секунд, не скажет ли он еще чего, и, закрыв глаза, быстрым владимирским на «о» говором сказал: – Сомнения свойственны слабости человеческой, но мы должны молиться, чтобы милосердый господь укрепил нас. ",0.5996437443401393,"Священник, закрыв глаза, сказал: — Сомнения свойственны слабости человеческой, но мы должны молиться, чтобы господь помог нам. ",b1
"С своей стороны Алексей был в восхищении, целый день думал он о новой своей знакомке; ночью образ смуглой красавицы и во сне преследовал его воображение. ",0.5571926838935864,"Со своей стороны, Алексей целый день думал о новой своей знакомой; ночью смуглая красавица снилась ему. ",a2
"— Ну, поставь раз, как он говорит, — приказала мне бабушка, — посмотрим: может, и в самом деле выйдет.",0.995288707987862,"— Ну, поставь раз, как он говорит, — приказала мне бабушка, — посмотрим: может, и в самом деле выйдет. ",b1_c1
"А татары теперь злые, за то, что ихнего русские убили. ",0.3023582720470498,"Татары увидели, что русских много, и уехали. ",a2
"Германн трепетал, как тигр, ожидая назначенного времени. ",0.7822628142403621,"Германн трепетал, как тигр, ожидая время свидания. ",b1
"Когда она думала о прошедшем, она с удовольствием, с нежностью останавливалась на воспоминаниях своих отношений к Левину. ",0.7106347610797511,"Когда она думала о прошедшем, она с удовольствием, с нежностью вспоминала о Левине. ",b1
"Понято, — сказал Степан Аркадьич. — Так видишь ли: я бы позвал тебя к себе, но жена не совсем здорова. ",0.5764392745494489,"— Я бы позвал тебя к себе, но жена не совсем здорова. ",b1
"Знаешь, надень шапку, возьми в руки палку и уходи… уходи и иди, иди без оглядки. ",0.9032035804940576,"Знаешь, надень шапку, возьми в руки палку и уходи... уходи и иди, иди без оглядки. ",b2
"Ай, Иван! ",0.3359877015407777,"Видит — у ямы стоит Дина и говорит тихо-тихо: — Иван, Иван! ",a2
Не можем же мы каждую минуту «ти-эч» произносить. ,0.7800388444908383,Не можем мы каждую минуту «ти-эйч» произносить. ,b1_c1
"Не каждый день, знаете ли, из-за прекрасных дам клинки скрещивают, да еще с летальным исходом.",0.2778289366226892,"Не каждый день из-за таких дам, как вы, убивают, — сладко улыбнулся он. — Граф Зуров вчера нам всё рассказал. ",b1
"Левин, не торопясь, достал десятирублевую бумажку и, медленно выговаривая слова, но и не теряя времени, подал ему бумажку и объяснил, что Петр Дмитрич (как велик и значителен казался теперь Левину прежде столь неважный Петр Дмитрич!) ",0.3648421180108181,"Левин достал десятирублёвую бумажку и объяснил, что доктор обещал быть в любое время и не рассердится. ",b1
"Как и все старые люди вообще, графиня страдала бессонницею. ",0.4434392113508781,"Как и все старые люди, графиня плохо спала по ночам. ",b1
"Например-с, сейчас мы с вами видели около буфета двух молодых людей, и вы слышали, как один из них поздравлял другого с известностью. ",0.941008430295077,"Например, сейчас мы с вами видели около буфета двух молодых людей, и вы слышали, как один из них поздравлял другого с известностью. ",b1_c1
"Как только будет развод, она выйдет за Вронского. ",1.0000000000000002,"Как только будет развод, она выйдет за Вронского. ",b1
"— Я не танцую, когда можно не танцовать, — сказала она",0.6060358838775644,"— Я не танцую, когда можно не танцевать, — сказала она. — Но сегодня нельзя, — отвечал Корсунский. ",b1
"Более всего для тебя, – морщась, точно от боли, повторил он, – потому что я уверен, что бо'льшая доля твоего раздражения происходит от неопределенности положения.",0.7015731985938597,"Более всего для тебя, — повто рил он, — потому что я уверен, что большая часть твоего раздражения происходит от неопределённости положения",b1
Как-то раз Гасан-бей зашел в резиденцию Мидхат-паши навестить друга. ,0.393653709381859,Как-то раз Гасан пришёл к Анвару во дворец Мидхата-паши. ,b1
"Бывает часть, что в городах на пожарах остаются дети в домах и их нельзя вытащить, потому что они от испуга спрячутся и молчат, а от дыма нельзя из рассмотреть. ",0.3898159837769736, Часто в городах во время пожара в домах остаются дети. ,a2_b1
"Но покамест новая Настасья Филипповна хохотала и все это излагала, Афанасий Иванович обдумывал про себя это дело и, по возможности, приводил в порядок несколько разбитые свои мысли. ",0.4892614757251545,Афанасий Иванович обдумывал про себя это дело почти две недели. ,b1
Левин поклонился ей и ничего не сказал. ,0.9999999999999996,Левин поклонился ей и ничего не сказал. ,b1
"Он долго ходил по комнате, и вспоминал, и улыбался, и потом воспоминания переходили в мечты, и прошедшее в воображении мешалось с тем, что будет. ",0.8067302930163495,"Он долго ходил по комнате, и вспоминал, и улыбался, и потом воспоминания переходили в мечты, и прошлое оказывалось рядом с тем, что будет. ",b1
"Обыкновенные должны жить в послушании и не имеют права переступать закона, потому что они, видите ли, обыкновенные. ",0.8411856017748146,"Обыкновенные не имеют пра ва преступать закона, потому что они, видите ли, обыкновенные. ",b1_c1
Гул голосов приветствовал ее появление. ,0.3695207624280036,Голоса из толпы приветствовали её появление: — Какая красавица! ,b1
"Сейчас сходим туда вместе, только отдышитесь, на вас лица нет.",0.1148283442460245,"Сейчас начнут наши орудия, а потом снова пойдут солдаты. ",b1
Стоит ли действительно заботиться о какой-нибудь одной неважной жизни в виду великого дела! ,1.0000000000000002,Стоит ли действительно заботиться о какой-нибудь одной неважной жизни в виду великого дела! ,b1_c1
Было интересно. ,0.2647771453898896,"Сейчас он выглядел очень даже счастливым и, что интересно, легко тратил большие деньги",b1
"К великому удивлению Пуркуа, ел он их спеша, едва разжёвывая, как голодный… «Очевидно, болен… — подумал француз. — И неужели он, чудак, воображает, что съест всю эту гору? ",0.6598356070706974,"К великому удивлению Пуркуа, ел он их спеша, едва разжёвывая, как голодный... ",b1_c1
"Все обошлось, и я рад, отдыхаю теперь… Стало быть, надо уходить? ",0.6639663660997919,"Всё обошлось, и я рад, отдыхаю теперь... ",b2
"Вероятно, жила за счет богатых покровителей. ",0.269469160932732,"Конечно, она жила на деньги богатых мужчин... ",b1
"Они теперь в прежней диванной, – отпыхиваясь, говорил швейцар. – Позвольте, повремените, ваше превосходительство, я загляну, – говорил он и, обогнав ее, приотворил высокую дверь и скрылся за нею. ",0.5764289978686942,"— Подождите, ваше превосходительство, я загляну, — говорил он и, обог-нав её, приоткрыл высокую дверь и скрылся за ней. ",b1
"Я говорю, поздно пришел, уже девятый час.",0.8704022366360987,"Я говорю, поздно пришёл, уже девятый час.",b2
Степан Аркадьич дорогой сочинял меню обеда,0.4510540554772957,"Левин думал о Кити, а Степан Аркадьич придумывал меню обеда, который они сейчас закажут в ресторане. ",b1
"Вчера целый день куксила и била посуду, третьего дня объелась шоколату. ",0.5312939958733551,"Вчера целый день била посуду, позавчера съела слишком много шоколада. ",b1
— Где мне найти леди Эстер? ,0.3121290973429182,Про леди Эстер я ничего плохого сказать не хочу. ,b1
"Ну что мне сделать, чтоб ты меня простил, а, Эразм?",0.3786696743029382,"— Прости ты меня, — сказал граф. – Что мне сделать, чтобы ты простил, Эраст? ",b1
И потом поднести тебе в подарок вот эту книжку. ,0.8939440961348235,И позволь поднести тебе в подарок вот эту книжку. ,b2
"— Сын великого, незабвенного героя лейтенанта Шмидта, — повторил пришелец, — А вот же товарищ сидит — сын товарища Шмидта, Николай Шмидт.",0.7363338018394859,"— Сын великого героя лейтенанта Шмидта, — повторил пришелец",b1_c1
"В одиночестве потом передумывая этот взгляд, который выражал право на свободу, она пришла, как и всегда, к одному – к сознанию своего унижения. ",0.9496842280573892,"В одиночестве потом передумывая этот взгляд, который выражал право на свободу, она пришла, как и всегда, к одному — к сознанию своего унижения. ",b1
"Минут через двадцать прочтено было и помилование, и назначена другая степень наказания; но однако же в промежутке между двумя приговорами, двадцать минут, или по крайней мере четверть часа, он прожил под несомненным убеждением, что через несколько минут он вдруг умрет. ",0.743235192041357,"Минут через двадцать прочтено было и помилование, и назначена другая степень наказания; но интервал между двумя приговорами, двадцать минут, он про-жил под твёрдым убеждением, что через несколько минут умрёт. ",b1
Золотое пламя церкви или золотое пламя свечи — это символы духовности. ,1.0000000000000004,Золотое пламя церкви или золотое пламя свечи — это символы духовности. ,b1_c1
"- Подождите в приемной, а узелок здесь оставьте, - проговорил он, неторопливо и важно усаживаясь в свое кресло и с строгим удивлением посматривая на князя, расположившегося тут же рядом подле него на стуле, с своим узелком в руках",0.5620576020845549,"— Подождите в приёмной, — проговорил он, со строгим удивлением посматривая на князя, расположившегося тут же рядом около него на стуле. — Вам к самому генералу? ",b1
"Лет пять спустя, однажды, Афанасий Иванович, проездом, вздумал заглянуть в свое поместье и вдруг заметил в деревенском своем доме, в семействе своего немца, прелестного ребенка, девочку лет двенадцати, резвую, милую, умненькую и обещавшую необыкновенную красоту; в этом отношении Афанасий Иванович был знаток безошибочный. ",0.5433343383506976,"Лет через пять Тоцкий приехал в своё поместье и вдруг заметил в деревенском своём доме девочку лет двенадцати, весёлую, милую, умненькую и обещавшую необыкновенную красоту. ",b1
"Кроме того, я допускаю, что у Анвара возникла потребность повидаться с Осман-пашой. ",0.3716572222957622,"Уверен, что за этот месяц Анвар о многом успел договориться с Османом-пашой. ",b1
Из старых ни одна к нему не подходила.,0.9930423907606428,Из старых ни одна к нему не подходила. ,b1_c1
"Он сказал это, но теперь, обдумывая, он видел ясно, что лучше было бы обойтись без этого; и вместе с тем, говоря это себе, боялся — не дурно ли это?",0.873702761018223,"Но теперь, обдумывая, он видел ясно, что лучше было бы обойтись без этого, и вместе с тем, говоря это себе, боялся — не плохо ли это? ",b1
"Действительно, свинство с моей стороны губить человека. ",1.0,"Действительно, свинство с моей стороны губить человека. ",b1_c1
Мне Пыжов не дает покоя. ,0.3702136306399302,Он посмотрел по сторонам и вдруг увидел в темноте Пыжова. ,b1
"Так и жили — я в походах, она в столице. ",0.3159703025420367,"Жить стали так: я — на войне, она — в столице. ",b1
Сон у него прошёл; он сел на кровать и думал о похоронах старой графини.,1.0,Сон у него прошёл; он сел на кровать и думал о похоронах старой графини.,b1
Она повернулась и медленно пошла из комнаты. ,0.8125313253168205,Она повер нулась и медленно вышла из комнаты. ,b1
"При словах мужика о том, что Фоканыч живет для души, по правде, по-божью, неясные, но значительные мысли толпою как будто вырвались откуда-то иззаперти и, все стремясь к одной цели, закружились в его голове, ослепляя его своим светом.",0.3510100038048661,"Слова мужика о том, что Платон живёт для души, по правде, осветили его новым светом. ",b1
"Она говорила свободно и неторопливо, изредка переводя свой взгляд с Левина на брата, и Левин чувствовал, что впечатление, произведенное им, было хорошее, и ему с нею тотчас же стало легко, просто и приятно, как будто он с детства знал ее",0.7148102359254099,"Для Левина эти простые слова почему-то получили особенное значение. — Я вас давно знаю и люблю, и по дружбе со Стивой, и за вашу жену… Она говорила свободно и неторопливо, изредка переводя свой взгляд с Левина на брата, и Левин чувствовал, что впечатление, произведённое им, было хорошее, и ему с ней вдруг стало легко, просто и приятно",b1
"Итак, в Академии наук в области своих работ по физике и химии Ломоносов был предоставлен почти полному одиночеству. ",0.7777213246610641,Поэтому в Академии наук в своих работах по физике и химии Ломоносов был почти один. ,b1_c1
"– Нет, я не скучала и давно уж выучилась не скучать. ",0.7629028008267391,"— Нет, я не скучала и давно уж научилась не скучать. ",b1
"(«Я бью его, как ребенка», — при игре в карты. ",0.8678690948013434,"(«Я бью его, как ребёнка», — при игре в карты.) ",b1_c1
"Петр Первый при посещении им Европы быстро воспринял значение науки для развития страны и, конечно, не мог не понимать, что России, чтобы стать передовой культурной страной, тоже нужна наука. ",0.8654559579176991,"Пётр I при посещении им Европы быстро увидел значение науки для развития страны и, конечно, не мог не понимать, что России, чтобы стать передовой, культурной страной, тоже нужна наука. ",b1_c1
"Князь видел, что подле нее вдруг очутился Рогожин, подхватил ее под руку и повел",0.5922250146251007,"Князь видел, что около неё вдруг оказался Рогожин, взял её под руку и повёл",b1
"Рано утром пришел он в его переднюю, и просил доложить его высокоблагородию, что старый солдат просит с ним увидеться. ",0.516412837758191,"Рано утром смотритель пришёл в дом Минского и попросил слугу передать барину, что старый солдат просит с ним увидеться. ",a2
"У генерала лицо было сердитое, у титулярного советника несчастное. ",0.6581843246055666,"Лицо генерала при этом было сердитым, а титулярного советника — несчастным. ",b1
"Русские и турецкие уполномоченные подписали в Сан-Стефано мир, завершивший славную войну за освобождение христианских народов от турецкого владычества. ",0.5763538273055174,"19 февраля 1878-го года русские газеты писали, что русская и турецкая стороны подписали в Сан-Стефано мир, который закончил войну за освобождение христианских народов от турок. ",b1
"Левин чувствовал, что неприлично было бы вступать в философские прения со священником, и потому сказал в ответ только то, что прямо относилось к вопросу",0.6341187361184042,"Левин чувствовал, что нельзя было бы вступать в философские дискуссии со священником",b1
"— пожал плечами Ахиллес, но Варя заметила в его глазах беспокойство",0.3210692246922845,"— не понял генерал, но Варя заметила, что он начинает беспокоиться",b1
"Вронский взглянул на Анну при этом определении времени, показывавшем, что были приняты меры, чтоб она никого не встретила; но Анна как будто не заметила этого",0.7954254233976985,"Вронский взглянул на Анну и понял, что были приняты меры, чтобы она никого не встретила; но Анна как будто не заметила этого",b1
"На берегу суетилась кучка людей… Я подошел ближе и увидел в центре группы женщину, которая лежала, худая, мокрая в купальном костюме, с закрытыми глазами и сжатыми тонкими губами",0.876090828146031,"Я подошёл ближе и увидел в центре группы женщину, которая лежала, худая, мокрая, в купальном костюме, с закрытыми глазами и сжатыми тонкими губами",b1_c1
Мне стало как-то ужасно грустно в это мгновение; однако ж что-то похожее на смех зашевелилось в душе моей,0.7223654113412464,"Мне стало как-то ужасно грустно, однако что-то похожее на смех появилось в душе моей",b1
"Все время она называла его добрым, необыкновенным, возвышенным; очевидно, он казался ей не тем, чем был на самом деле, значит, невольно обманывал ее… Здесь на станции уже пахло осенью, вечер был прохладный.",0.4378001656669032,"Здесь, на станции, уже пахло осенью, вечер был почти холодный. ",b1
Дорого бы я дал за такое определение!,0.976480392159384,Дорого бы я дал за такое определение! ,b1_c1
Мы разойдемся с двумя собаками в разные стороны и там у мельницы сойдемся,0.3250516940722959,"— Господа,— сказал Левин,— мы разойдёмся в разные стороны и потом встретимся",b1
"«Долли подумает, что я оставляю второго мужа и что я поэтому, наверное, неправа. ",1.0,"«Долли подумает, что я оставляю второго мужа и что я поэтому, наверное, неправа. ",b1
— Мистер Маклафлин! ,0.6920091978708943,Варя сняла шляпу и крикнула: — Мистер Маклафлин! ,b1
"Он должен прилично одеваться, пахнуть духами, выслушивать праздную болтовню Камышева, есть, пить, спать — и больше, кажется, ничего. ",1.0000000000000004,"Он должен прилично одеваться, пахнуть духами, выслушивать праздную болтовню Камышева, есть, пить, спать — и больше, кажется, ничего. ",b1_c1
"Соседи говорили о свадьбе, как о деле уже конченном, а добрая Прасковья Петровна радовалась, что дочь ее наконец нашла себе достойного жениха.",0.9484360815210422,"Соседи говорили о свадьбе как о деле уже конченном, а добрая Прасковья Петровна радовалась, что дочь её наконец нашла себе достой ного жениха. ",b1_c1
"Еще прежде чем он прочел письмо, он уже знал его содержание. ",0.8566115640328854,"Ещё прежде чем он прочитал письмо, он уже знал его содержание. ",b1
"— Э нет, Струков. ",0.2570039675968676,"А вы, Струков, со своими казаками поедете на лошадях. ",b1
"Выслушайте же мой ответ на все ваши письма: мне стало жаль князя Льва Николаевича в первый раз в тот самый день, когда я с ним познакомилась и когда потом узнала обо всем, что произошло на вашем вечере. ",0.8868767561092358,"Выслушайте же: мне стало жаль князя Льва Николаевича в первый раз в тот самый день, когда я с ним познакомилась и когда потом узнала обо всём, что произошло на вашем вечере. ",b1
Леди Эстер смотрела на него с состраданием. ,0.1597188348489713,Люди с удивлением смотрели на него — не потому что он шёл как пьяный. ,b1
"Варя содрогнулась, вспомнив, как круглолицый корреспондент уплетал пирожки с вареньем во время их последней встречи. ",0.4898054518254027,"Варя вспомнила, как Маклафлин ел пирожки во время их последней встречи. ",b1
"Свадьбу Аделаиды опять оттянут, чтобы вместе обе свадьбы разом сделать, в один день, - поэзия какая! ",0.856424178004812,"Свадьбу Аделаиды опять перенесут, чтобы вместе обе свадьбы сделать, в один день, — поэзия какая! ",b1
"С его сердцем, с этим страхом огорчить кого-нибудь, даже ребенка! ",0.8276852102380305,"С его сердцем, с этим страхом огорчить кого-нибудь! ",b1
"В какой-то семинарии учитель написал на сочинении «чепуха», а ученик прочел «реникса» — думал, что по-латыни написано… (Смеется.) ",0.8560581972659214,"В какой-то семинарии учитель написал на со чи нении «чепуха», а ученик прочёл «реникса» — думал, что по-латыни написано... ",b2
У вас ведь ко мне какое-то дело?,0.4379864735057262,"Когда Фандорин уже уходил, баронесса спросила: — У вас ведь ко мне было какое-то дело? ",b1
Прямиком из гарнизона — да в высшее общество. ,0.3166149060252495,Через дочь князя Титова можно сразу в высшее общество... ,b1
"Сели с Лизанькой в открытый экипаж, запахло цветами.",0.1915005455584757,"Тот взял письма, вышел на улицу и сел в экипаж. ",b1
"Не садясь и остановившись неподвижно, он некоторое время смотрел Рогожину прямо в глаза; они еще как бы сильнее блеснули в первое мгновение. ",0.6152962233986456,"Не садясь, он некоторое время смотрел Рогожину прямо в глаза. ",b1
"Чем больше у человека своих, тем больше знает он о себе горьких истин и тем тяжелее ему живется на свете.",0.950870370806282,"Чем больше у человека своих, тем больше знает он о себе горьких истин и тем тяжелее ему живётся на свете. ",b1_c1
"Он видел, что старик повар улыбался, любуясь ею и слушая ее неумелые, невозможные приказания; видел, что Агафья Михайловна задумчиво и ласково покачивала головой на новые распоряжения молодой барыни в кладовой; видел, что Кити была необыкновенно мила, когда она, смеясь и плача, приходила к нему объявить, что девушка Маша привыкла считать ее барышней и оттого ее никто не слушает. ",0.8115945157325125,"Он видел, что слуга улыбался, любуясь ей и слушая её неумелые, невозможные приказания; видел, что Агафья Михайловна задумчиво и ласково покачивала головой на новые распоряжения молодой хозяй ки; видел, что Кити была необыкновенно мила, когда она, смеясь и плача, приходила к нему объявить, что её никто не слушает. ",b1
"Гарем — это кроме жен всякие бедные родственницы, куча детей, в том числе и чужих, многочисленные служанки, доживающие свой век старые рабыни и еще бог знает кто. ",0.3750146214559615,"Так что гарем — это бедные родственницы, это много-много своих и чужих детей, это старые женщины, это охранники, это женщины, которые помогают и так далее. ",b1
"- Я тоже должен сказать, что я мало видел и мало был… с либералами, - сказал князь, - но мне кажется, что вы, может быть, несколько правы, и что тот русский либерализм, о котором вы говорили, действительно отчасти наклонен ненавидеть самую Россию, а не од",0.597008893425346,"— Я мало видел и мало был... с либералами, — сказал князь, — но мне кажется, что вы несколько правы, и русский либерализм действительно предпочитает ненавидеть Россию. ",b1
"- Так-с, - отвечал генерал, - чем же могу служить?",0.7364926938221703,"— Так-с, — отвечал генерал, — чем же могу служить? ",b1
